id,question,options,answer
625cd4cb-0f62-40f4-806b-1461d7f0d14b-1431,+2.0 D দূরত্বের একটি লেন্সের ফোকাস দূরত্ব কত?,['-0.2m' '+0.2m' '+0.5m' '-0.5m'],C
bf5677d1-fb81-452b-838b-2bca073692f3-19797,ফেরোচৌম্বক পদার্থের ক্ষেত্রে -,"['μ >1, K >>1' 'μ<<1, K >>1' 'μ>>1, K <1' 'μ<1, K=1']",A
33ff36c4-141a-4b5d-9432-b6f0fb73aecb-41278,বায়ু ও হীরকের মধ্যকার সংকট কোণ 25o হলে হীরকের প্রতিসরাঙ্ক কত?,['sin 25o' '1.33/sin 25o' '1/(1.33sin 25o)' '1/sin 25o'],D
bb10e75a-1231-4518-92e3-bea485c56ea0-72297,কোন দোলকের দোলনকাল T= 0.125s হলে দোলকটির কম্পাঙ্ক কত?,['10 Hz' '8 Hz' '125 Hz' '12.5 Hz'],B
f45d2d90-bde8-4fcd-859c-8fa8c354e91c-116070,"220V, 40W এবং 110V, 40W লেখা দুটো ইলেকট্রিক বাল্বের রোধের অনুপাত-",['1:2' '2:1' '4:1' '6:1'],C
c4ae031b-7d58-42e3-a959-29a198237cc7-59974,ব্যতিচারের শর্ত কোনটি?,"['তরঙ্গদৈর্ঘ্য ভিন্ন হতে হবে' 'অপবর্তনের ফলে তৈরি হয়' '১টি উৎস হতে হবে'
 'তরঙ্গ দুটির বিস্তার সমান হতে হবে']",D
fdb363fd-8cde-41a4-9ae2-9325218305c8-71916,একটি p-n জাংশনের নিঃশেষিত অঞ্চলে থাকে-,"['কেবলমাত্র ইলেকট্রন' 'কেবলমাত্র হোল' 'ইলেকট্রন ও হোল উভয়ই'
 'কেবলমাত্র আয়ন']",D
5c3ca7e2-19a4-4749-8f97-f7b90ce75a07-92390,নিম্নের কোনটি কাজের একক নয়?,['J' 'Nm' 'Jm' 'Kgm'],C
46561f5d-012b-4066-93c9-b75b1ea5ce0a-116284,চৌম্বক দৈর্ঘ্য জ্যামিতিক দৈর্ঘ্যর কতগুন?,['0.1' '0.5' '0.65' '0.85'],D
72fdb136-f7ab-48f7-a737-8a0162b5a640-1176,সর্বনিম্ন কত বেগে ভুপৃষ্ঠ হতে (m) ভরের একটি বস্তুকে উপরের দিকে নিক্ষেপে তা আর কখনো ফিরে আসবে না?,['√(2gR)' '√(2) gR' 'gR' '2√(gR)'],A
02a5d580-b97f-4075-91aa-f142dcd400d9-6613,অণুবীক্ষণ যন্ত্রের বেলায় কোন উক্তিটি সঠিক নয় ?,"['নিকটবর্তী অতি ক্ষুদ্র বস্তু পর্যবেক্ষণের কাজে ব্যবহৃত হয়'
 'অভিনেত্রের সাপেক্ষে অবিলক্ষ্য লেন্সের উন্মেষ ও ফোকাস দূরত্ব ছোট হয়'
 'অভিলক্ষ্যে লক্ষ্য বস্তুর প্রতিবিম্ব ফোকাস দূরত্ব ছোট হয়'
 'চূড়ান্ত প্রতিবিম্ব লক্ষ্য বস্তুর সাপেক্ষে উল্টো হয়']",C
cbd7f17d-c1db-474a-bb62-a30b36e96f1c-87682,সবচেয়ে সহজ উপগ্রহ কক্ষপথ সৃষ্টি করা যায় তা মোটামুটি বৃত্তাকার এবং সেটা পৃথিবী পৃষ্ঠের ঠিক উপরে হবে যাতে অতিরিক্ত বায়ু ঘর্ষণ না হয়। এই তথাকথিত সর্বনিম্ন কক্ষপথে উপগ্রহের গতিবেগ কত? [পৃথিবীর ব্যাসার্ধ 6.4×106 m],['7.92 km/s' '15.84 km/s' '79.2 km/s' '0.792 km/s'],A
ebfdc023-194f-4680-9e0a-e730cdde0897-117636,4μF এবং 8μF দুটি ধারককে 100V ব্যাটারির সাথে সমান্তরালে যুক্ত করা হলো।এক ঘন্টা পর ধারক দুটিতে যথাক্রমে কত কুলম্ব চার্জ জমা হবে?,['4×10-6ও 8×10-6' '4×10-4ও 8×10-4' '32×10-2 ও 8×10-2' '12×10-4ও 4×10-4'],B
6beb2854-a659-4000-8fb0-00bee44e29e4-86985,কোনো কুণ্ডলীর মধ্য দিয়ে অতিক্রান্ত চৌম্বকক্ষেত্র রেখার সংখ্যাকে বলা হয় ঐ কুণ্ডলীর সাথে সংশ্লিষ্ট—,['চৌম্বক আবেশ' 'চৌম্বক ফ্লাক্স' 'তড়িৎ আবেশ' 'তড়িৎ ফ্লাক্স'],B
e5e6ac7c-c483-4ffe-879c-a589c1411943-134271,150m দীর্ঘ একটি ট্রেন 10ms-1 গতিতে উত্তর দিকে যাচ্ছে। ট্রেনটির সমান্তরালে একটি তোতা পাখি দক্ষিণ দিকে 5ms-1 গতিতে উড়ে যেতে থাকলে ট্রেনটি অতিক্রম করতে তোতা পাখির কতো সময় লাগবে?,['12' '4' '15' '10'],D
7c543b54-344b-40c8-b4ed-5a99113f44cd-32514,"মুক্তভাবে পড়ন্ত কোনো বস্তুর 1s, 2s, 3s- এ অতিক্রান্ত দূরত্বের অনুপাত -",['1:2:3' '1:4:9' '1:3:9' '1:3:5'],B
18d94dc2-7e98-4a8d-bfd4-1592007ed3ee-105999,বৈদ্যুতিক ফিউজে সিসা ও টিনের মিশ্রনের অনুপাত কত?,['1:3' '3:1' '2:3' '3:2'],B
653511e8-3ce1-4a13-b099-30ef4e0d3a14-128415,অক্সিজেনের স্থির আয়তনে আপেক্ষিক তাপ 0.146 calg-1°C-1 হলে ওই গ্যাসের cP =? (অক্সিজেনের আণবিক ভর=32 এবং R= 2 cal mol-1 °C-1,"['0.208 cal mol-1 °C-1' '0.208 cal g-1°C-1' '7.87 cal mol-1 °C-1'
 '7.45 cal g-1°C-1']",B
90f40919-29f1-4909-9d65-2424dda1ab71-119105,গ্যাস মাধ্যমে শব্দের বেগ এর উষ্ণতার -,"['বর্গের সমানুপাতিক' 'সমানুপাতিক' 'বর্গমূলের সমানুপাতিক'
 'বর্গমূলের ব্যস্তানুপাতিক']",D
221e87cc-2e9b-4669-94e2-8f4c96dbe709-124576,একটি আহিত বস্তুকে পৃথিবীর সাথে যুক্ত করলে বস্তুটিতে আধানের পরিমাণ—,['বৃদ্ধি পাবে' 'হ্রাস পাবে' 'অপরিবর্তিত থাকবে' 'শূন্য হবে'],D
6ed4d8f1-5cbc-4e2b-b904-c7b1d7b67e33-53383,মঙ্গল গ্রহের ব্যাসার্ধ 3×106m এবং পৃষ্ঠে অভিকর্ষীয় ত্বরণ 3.8ms−2 হলে মঙ্গল গ্রহের পৃষ্ঠ হতে একটি বস্তুর মুক্তিবেগ কত?,['4.77 ms−1' '477ms−1' '4.77 kms−1' '477 kms−1'],C
68dae6f8-4d33-4b06-99f9-4c7fa08a9fae-5875,একটি মিটার ব্রিজের বাম ও ডান ফাঁকে যথাক্রমে 20Ω ও 60Ω রোধ যুক্ত করা হয়েছে। সাম্যবিন্দুর অবস্থান ডান প্রান্ত হতে কত দূরে?,['25 cm' '75 m' '25 m' '75 cm'],D
744b7bfb-33fc-4dc4-8a81-4c8e9a72dc01-129733,প্রকৃতিতে সর্বোচ্চ সংখ্যক প্রোটন সমৃদ্ধ স্থায়ী নিউক্লিয়াস কোনটি?,['ইউরেনিয়াম' 'নাইট্রোজেন' 'থোরিয়াম' 'বিসমাথ'],D
e5e4e4af-40df-44d4-ae67-a101da302943-10903,প্রতি সেকেন্ডে 10 litre পানি 10m উপরে তোলার জন্য কত ক্ষমতার পাম্প দরকার?,['98 W' '100 kW' '980 W' '980 kW'],C
f04df0ec-c10c-4380-9de0-720e450b1cca-37791,200 mm ব্যাসার্ধের একটি গোলক কোনো তরলের ভিতর দিয়ে 2.1×10-2ms-1 প্রান্তবেগ নিয়ে পড়ছে। এ তরলের সান্দ্রতাঙ্ক 0.003 Nsm-2 হলে সান্দ্রবলের মান কত হবে ?,['2.374×10-8N' '2.374×10-4N' '2.374×10-3N' '2.374×10-3N'],B
529a24af-40b1-46c1-9b1f-6ebd363515fe-12333,30°C তাপমাত্রায় কোনো রোধকের রোধ 70°C তাপমাত্রায় রোধের দ্বিগুণ হয়। রোধকের উষ্ণতা সহগ কত?,['-1/110°C-1' '1/40°C-1 ' '-1/80°C-1 ' '3/40°C-1 '],A
fa61547a-d2e1-4e18-b2c4-e6e014b61b00-69744,পথ পার্থক্য 2×10-7,['2π' '3π/2' 'π' 'π/2'],C
d6948d49-ff44-4169-9abb-8ef64e94907d-133987,একটি আদর্শ গ্যাসের চাপ ও আয়তনের গুণফল-,"['ধ্রুবক' 'সর্বজনীন গ্যাস ধ্রুবকের প্রায় সমান' 'তাপমাত্রার সমানুপাতিক'
 'এর তাপমাত্রার ব্যস্তানুপাতিক']",C
8fdce3a1-55b4-4860-8311-a84c406cab3b-15974,কোন ট্রানজিস্টরের ΔIB = 0.02 mA এবং ΔIC = 1 mA হলে β এর মান কত?,['0.02' '200' '100' '50'],D
ea7a11a4-0ec7-42ea-aadd-d1a61055eeb9-142190,স্বাভাবিক কথোপকথনে শব্দের তীব্রতা লেভেল কত?,['40 dB' '50 dB' '60 dB' '70 dB'],C
0c7bfc3d-e11f-4c17-a7d2-a72142a47e22-5835,মাইকেল ফ্যারাডে কত খ্রিস্টাব্দে তড়িৎ চৌম্বক আবেশ আবিষ্কার করেন ?,['1831' '1819' '1751' '1758'],A
a1b95072-ba68-477d-ac1c-0bb3a6e2672c-2672,সবচেয়ে বেশি চার্জ থাকে চার্জিত বস্তুর কোন অংশে?,['অবতল তলে' 'উত্তল তলে' 'কেন্দ্রে' 'সমতল তলে'],B
4c3e7eb4-5e6e-46cf-bb65-3121b3ade00b-14997,তড়িৎ বলরেখা অবতারণা করেন কে ?,['লেঞ্জ' 'ফ্যারাডে ' 'নিউটন' 'আইন্সটাইন'],B
ef6665b9-fb8e-457b-98e1-44d2340e3be0-40795,যদি স্পর্শ কোন 900 এর চেয়ে কম হয় তাহলে তরলের পৃষ্ঠ কেমন হবে?,['অবতল' 'উত্তল্' 'সমতলাবতল' 'সমতলোত্তল'],A
28952af1-5ccc-4f26-802b-2d09b8d158c9-71553,বলের দ্বারা কাজের ক্ষেত্রে বল ও সরণের মধ্যে কোণের পরিমাণ কত?,['0° < θ ≤ 90°' '0° ≤ θ < 90°' '0° ≤ θ ≤ 90°' '0° ≤ θ < 180°'],B
5d544e05-30fa-4ce3-ba2c-1e39b8cb87b7-16290,শূন্য মাধ্যমে `1/(sqrt(ϵ_0μ_0)` এর মান কত?,['8.85×10−12C2N−1m−2' '3×108ms−1' '`sqrt(3×10^8ms−1)`' '4π×10−7NA−2'],B
6cbbd1b1-23f1-4d67-950f-8d282e161947-42509,"দোলকের বিস্তার কত হলে সরল দোলকের সূত্রসমূহ 
 প্রযোজ্য হয়?",['7°' '6°' '4°' '5°'],C
b2e44918-063f-4651-a7af-6ba0d97fa253-49773,বর্তনীতে অ্যামিটারকে রোধের সাথে কীভাবে যুক্ত করতে হয়?,['শ্রেণীতে' 'সমান্তরালে' 'শ্রেণী ও সমান্তরাল উভয়ভাবে' 'কোনোটিই নয়'],A
2df3e972-a2e1-4f2c-9d45-528a00ec5cf2-122600,বিশুদ্ধ জার্মেনিয়ামের সঙ্গে কোন অপদ্রব্য মেশালেp- টাইপ অর্ধপরিবাহী উৎপন্ন হবে?,['ফসফরাস' 'বোরন' 'অ্যান্টিমনি' 'কোনোটি নয়'],B
cf6a0587-10a3-4788-80f3-0937abf82e92-11699,পাশাপাশি স্থাপিত দুটি পরিবাহী তারের মধ্যে ভিন্ন ভিন্ন উৎস হতে একই দিকে তড়িৎ প্রবাহ চালালেও উহারা-,"['পরস্পরকে আকর্ষণ করবে' 'পরস্পরকে বিকর্ষণ করে' 'কোন বল অনুভব করবে না'
 'শীতল হয়ে যাবে']",A
7165205e-a61b-49cb-b91f-ec8385983b2e-132957,একটি স্পিং ধ্রুবকের পর্যায়কাল T=2π√mkT=2πmk ভূ-পৃষ্ঠে 3 sec হলে পৃথিবীর কেন্দ্রে এর দোলনকাল কত?,['0 sec' '2 sec' '3 sec' '∝'],D
18379d04-8c5c-42ac-9e89-9fbc1f915baa-99147,আপেক্ষিক তত্ত্ব কতভাগে বিভক্ত?,['3' '2' '5' '4'],B
